run_group,t,trial,prompt_id,concurrency,n,model,engine,prompt_length,ttft_ms,client_decode_ms,tokens_predicted,tokens_evaluated,tokens_cached,stop_type,truncated,prompt_ms,prompt_per_token_ms,prompt_per_second,predicted_ms,predicted_per_token_ms,predicted_per_second,wall_ms,nodes_cpu_pct,nodes_net_rx_kb,nodes_net_tx_kb,peak_memory_mb
vanilla,46,1,2,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,vanilla,short,1307,38228,296,9,6,stop,False,923.445,102.605,9.746113737147311,38519.629,130.13388175675675,7.6843938450186,39536,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","7382.1,5957.5,5986.3,6011.9,6026.2,6016.0,6263.9","6105.4,4748.3,4762.3,4770.9,4815.5,4803.8,172839.2",N/A
vanilla,46,1,3,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,vanilla,short,1326,29163,229,9,6,stop,False,920.263,102.25144444444445,9.779812944777742,29451.487,128.6091135371179,7.775498737975436,30489,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","5458.2,4465.1,4475.5,4486.9,4488.2,4480.7,4733.4","4530.4,3645.4,3642.8,3680.1,3674.8,3670.6,133749.2",N/A
vanilla,46,2,1,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,vanilla,short,1322,22811,181,9,6,stop,False,921.455,102.38388888888889,9.76716171706703,23103.459,127.64341988950275,7.834324721679122,24134,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","3552.2,2868.5,2906.1,2891.0,2975.1,2898.4,2988.9","2917.7,2293.8,2323.0,2344.1,2417.0,2350.1,83072.8",N/A
vanilla,46,2,2,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,vanilla,short,1324,54403,418,9,6,stop,False,931.667,103.51855555555557,9.660103878317038,54691.791,130.8416052631579,7.642828884502977,55727,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","10539.2,8595.6,8578.2,8616.7,8612.4,8624.5,9023.2","9003.9,6877.0,6824.7,6850.3,6896.4,6904.4,249141.3",N/A
vanilla,46,2,3,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,vanilla,short,1333,13597,110,9,6,stop,False,919.722,102.19133333333333,9.785565638312448,13880.691,126.1881,7.924677525059811,14930,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","2507.4,2054.3,2049.0,2068.7,2072.8,2070.3,2174.1","2073.8,1681.7,1670.2,1673.2,1688.3,1688.5,61044.4",N/A
vanilla,46,3,1,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,vanilla,short,1307,11046,91,9,6,stop,False,928.685,103.18722222222222,9.691122393491874,11333.056,124.53907692307693,8.029608253943156,12353,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","1983.4,1619.9,1617.9,1637.4,1620.8,1641.0,1722.3","1663.9,1342.7,1337.7,1353.6,1341.5,1358.0,50069.5",N/A
vanilla,46,3,2,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,vanilla,short,1299,50423,385,9,6,stop,False,922.631,102.51455555555555,9.75471233895241,50710.784,131.7163220779221,7.592073512411088,51722,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","9722.1,7899.7,7913.5,7943.3,7889.3,7896.2,8267.8","8250.8,6324.1,6300.7,6346.8,6287.6,6301.9,228985.3",N/A
vanilla,46,3,3,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,vanilla,short,1338,24218,192,9,6,stop,False,922.396,102.48844444444444,9.75719755939965,24509.073,127.651421875,7.833833617452607,25556,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","4537.2,3717.2,3705.9,3716.1,3734.9,3736.0,3899.9","3766.9,3064.1,3033.4,3065.1,3063.8,3052.2,111139.1",N/A
turboquant,46,1,1,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,long,15736,177052,812,148,3,stop,False,15311.227,103.4542364864865,9.666109711520834,177402.157,218.47556280788177,4.577170952887568,192788,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","26290.9,21741.5,21816.2,22020.6,21758.0,21771.1,22588.1","27363.2,16217.9,16376.1,16458.1,16323.8,16299.5,496052.1",N/A
turboquant,46,1,2,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,long,2710,219814,1024,23,3,length,True,2297.935,99.91021739130434,10.008986329030195,220118.527,214.9594990234375,4.652039126174963,222524,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","32815.8,23847.2,23897.6,24167.7,23891.0,23877.4,25318.9","30667.1,17452.6,17488.8,17635.9,17571.2,17514.5,625537.1",N/A
turboquant,46,1,3,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,long,2713,219461,1024,23,3,length,True,2300.128,100.00556521739131,9.99944350923079,219766.195,214.6154248046875,4.659497335338585,222175,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","32808.7,23814.5,23938.1,24179.3,23869.7,23787.1,24928.8","30665.4,17367.7,17514.9,17696.8,17481.1,17418.8,625544.8",N/A
turboquant,46,2,1,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,long,15718,239264,1024,148,3,length,True,15259.367,103.10383108108108,9.69896064495991,239611.395,233.9955029296875,4.2735864043527645,254983,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","33402.8,26784.5,26801.6,27152.9,26795.7,26874.1,27889.3","35083.5,19929.6,19984.0,20188.7,19981.8,20029.4,625716.0",N/A
turboquant,46,2,2,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,long,2710,219334,1024,23,3,length,True,2297.556,99.89373913043478,10.010637390339996,219634.698,214.487009765625,4.662287012592154,222044,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","32659.2,23813.2,23794.8,24165.6,23860.5,23803.5,24885.6","30622.3,17443.6,17392.8,17725.8,17510.1,17494.7,625574.9",N/A
turboquant,46,2,3,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,long,2737,219610,1024,23,3,length,True,2302.942,100.12791304347826,9.987225036496794,219919.581,214.7652158203125,4.656247503490833,222347,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","32704.7,23898.8,24002.2,24044.8,23861.3,23810.2,24985.0","30652.5,17443.9,17566.5,17702.4,17523.6,17478.5,624983.5",N/A
turboquant,46,3,1,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,long,15707,239660,1024,148,3,length,True,15253.285,103.06273648648649,9.702827948209189,240005.286,234.380162109375,4.266572695403051,255368,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","33432.3,24153.5,26887.9,27146.6,26871.8,26851.9,27858.0","32594.5,19908.1,20037.7,20172.3,20010.9,19990.5,625725.2",N/A
turboquant,46,3,2,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,long,2734,219485,1024,23,3,length,True,2302.449,100.10647826086957,9.989363499473821,219796.72,214.645234375,4.6588502321599705,222220,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","32623.4,23693.5,23679.7,23972.7,23658.8,23774.2,24726.1","30607.1,17375.4,17401.2,17591.7,17382.2,17514.9,623136.1",N/A
turboquant,46,3,3,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,long,2725,219499,1024,23,3,length,True,2304.015,100.1745652173913,9.982573898173406,219809.519,214.6577333984375,4.658578958084158,222225,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","32492.0,23652.4,23654.3,23838.3,23585.9,23675.4,24612.8","30528.1,17437.5,17449.8,17496.0,17380.6,17443.8,623613.4",N/A
turboquant,46,1,1,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,medium,2828,219738,1024,24,3,length,True,2406.923,100.28845833333332,9.97123713554609,220048.328,214.8909453125,4.653523202412154,222567,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","32791.3,23838.5,23757.8,24154.7,23846.8,23841.3,24927.0","30634.8,17417.3,17384.8,17646.5,17524.0,17474.9,625643.9",N/A
turboquant,46,1,2,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,medium,1546,133842,710,11,5,stop,False,1133.168,103.01527272727272,9.70729847648363,134151.487,188.94575633802816,5.292524264006109,135389,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","21762.2,15892.4,15935.2,15994.3,15915.4,15914.2,16687.3","19604.4,11890.9,11926.6,11914.6,11910.5,11911.6,428790.9",N/A
turboquant,46,1,3,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,medium,1633,218234,1024,12,3,length,True,1231.203,102.60025,9.746564945017191,218541.338,213.419275390625,4.685612385149761,219868,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","32401.3,23484.1,23554.9,23816.6,23570.7,23554.7,24691.4","30327.3,17297.7,17401.5,17424.1,17381.7,17331.1,621266.0",N/A
turboquant,46,2,1,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,medium,2816,133099,702,24,3,stop,False,2399.837,99.99320833333333,10.000679212796536,133409.465,190.04197293447294,5.26199546636365,135915,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","21903.3,16063.0,16018.2,16187.5,16031.5,16050.1,16735.9","19606.4,11994.3,11928.0,12010.9,11925.9,11908.6,428810.5",N/A
turboquant,46,2,2,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,medium,1520,187430,916,11,5,stop,False,1126.602,102.41836363636365,9.76387402117163,187729.463,204.94482860262008,4.879361957158531,188951,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","28754.8,20936.1,20920.5,21112.2,20932.0,20856.1,21902.1","26545.8,15476.7,15472.0,15593.3,15537.5,15413.0,554107.8",N/A
turboquant,46,2,3,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,medium,1637,218458,1024,12,3,length,True,1225.292,102.10766666666666,9.793583896736452,218766.155,213.6388232421875,4.680797173584735,220096,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","32515.2,23578.4,23662.9,23849.5,23674.5,23635.5,24784.8","30333.7,17318.0,17423.5,17401.2,17453.5,17342.2,620752.3",N/A
turboquant,46,3,1,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,medium,2822,219979,1024,24,3,length,True,2405.799,100.241625,9.975895741913602,220290.08,215.12703125,4.648416306353877,222801,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","32733.6,23723.7,23806.1,24017.2,23833.8,23762.4,24969.8","30663.9,17419.8,17465.8,17555.9,17515.6,17459.4,625565.2",N/A
turboquant,46,3,2,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,medium,1532,217804,1024,11,5,length,True,1124.99,102.27181818181818,9.777864692130597,218105.74,212.99388671875,4.694970430397659,219336,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","32281.1,23430.1,23414.9,23701.5,23458.8,23401.7,24540.7","30248.8,17255.2,17217.2,17384.7,17272.2,17177.0,618791.9",N/A
turboquant,46,3,3,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,medium,1633,205315,979,12,3,stop,False,1224.395,102.03291666666667,9.800758742072617,205618.734,210.02935035750767,4.761239313923603,206948,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","30725.6,22328.3,22319.2,22614.9,22170.6,22333.3,23445.7","28650.2,16529.7,16532.5,16658.0,16321.4,16485.0,591365.7",N/A
turboquant,46,1,1,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,short,1637,38535,253,12,3,stop,False,1226.394,102.1995,9.78478368289473,38836.77,153.50501976284585,6.514444944829346,40172,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","7360.8,5438.8,5477.8,5496.9,5468.3,5478.2,5698.9","6159.0,4142.2,4188.4,4185.6,4169.6,4188.9,149622.4",N/A
turboquant,46,1,2,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,short,1316,47097,302,9,6,stop,False,935.739,103.971,9.618066576256842,47397.742,156.9461655629139,6.37161154217009,48414,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","8726.2,6457.0,6458.6,6484.5,6484.5,6477.5,6747.9","7449.7,4953.4,4940.6,4955.1,4967.7,4940.7,177748.7",N/A
turboquant,46,1,3,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,short,1327,24810,172,9,6,stop,False,940.146,104.46066666666667,9.57298121781085,25115.584,146.02083720930233,6.8483376695521,26138,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","4737.2,3483.8,3507.8,3510.8,3508.6,3498.6,3670.1","4040.3,2737.0,2745.0,2755.6,2743.7,2753.8,98950.4",N/A
turboquant,46,2,1,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,short,1327,22011,155,9,6,stop,False,942.34,104.70444444444445,9.55069295583335,22317.425,143.98338709677418,6.945245699268621,23338,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","4253.8,3132.6,3162.9,3156.1,3156.8,3150.5,3298.8","3620.6,2448.7,2474.7,2466.1,2457.4,2446.8,88554.2",N/A
turboquant,46,2,2,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,short,1363,65767,399,9,6,stop,False,939.252,104.36133333333333,9.582092984630323,66114.325,165.7000626566416,6.035000735468448,67131,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","11864.0,8769.7,8773.4,8800.5,8783.3,8786.3,9122.3","10229.9,6644.3,6667.1,6597.6,6680.8,6664.1,237562.9",N/A
turboquant,46,2,3,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,short,1330,38132,251,9,6,stop,False,940.523,104.50255555555556,9.56914397627703,38433.467,153.1213824701195,6.530766532199658,39462,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","7263.3,5408.8,5410.7,5451.9,5421.5,5426.6,5659.2","6057.8,4059.9,4069.5,4113.8,4105.6,4098.3,147215.5",N/A
turboquant,46,3,1,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,short,1346,19245,136,9,6,stop,False,943.99,104.88777777777779,9.533999300840051,19563.838,143.85175,6.951601214444732,20592,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","3708.5,2744.5,2769.1,2769.6,2772.9,2773.4,2900.0","3136.2,2133.9,2143.1,2139.7,2156.9,2157.4,76944.0",N/A
turboquant,46,3,2,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,short,1327,68373,413,9,6,stop,False,937.986,104.22066666666666,9.595025938553455,68684.716,166.30681840193705,6.01298256805779,69700,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","12157.9,8955.2,8970.8,9008.4,8999.3,9009.8,9412.9","10598.2,6804.2,6838.6,6865.5,6860.6,6891.7,246169.4",N/A
turboquant,46,3,3,1,8,Qwen3-8B-DeepSeek-v3.2-Speciale-Distill.q4_k_m,turboquant,short,1324,111497,615,9,6,stop,False,938.69,104.2988888888889,9.58782984797963,111795.649,181.7815430894309,5.501108544930938,112821,"0.1,0.1,0.1,0.1,0.1,0.1,0.1","18613.2,13672.5,13649.8,13761.7,13683.2,13729.8,14304.9","16594.3,10306.8,10246.6,10274.0,10267.7,10341.0,369561.9",N/A
vanilla,46,1,1,1,1,granite-4.1-8b-q4_k_m,vanilla,long,13506,86854,963,160,9,stop,False,13482.339,84.26461875,11.867377018186534,86858.84,90.19609553478712,11.086954419377465,100360,0.1,93.5,0.2,7946.8
vanilla,46,1,2,1,1,granite-4.1-8b-q4_k_m,vanilla,long,8923,90032,1004,34,9,stop,False,8876.316,261.06811764705884,3.8304179346476617,90034.469,89.67576593625498,11.151284737404294,98955,0.1,75.2,1.3,7946.8
vanilla,46,1,3,1,1,granite-4.1-8b-q4_k_m,vanilla,long,9181,87622,993,34,9,stop,False,9130.403,268.5412647058824,3.7238224862582734,87623.075,88.24076032225578,11.332631273211994,96804,0.1,75.1,0.2,7946.8
vanilla,46,2,1,1,1,granite-4.1-8b-q4_k_m,vanilla,long,13594,76952,863,160,9,stop,False,13550.328,84.68955,11.807832253211878,76953.648,89.16992815758981,11.21454307143438,90547,0.2,15.6,0.8,7946.8
vanilla,46,2,2,1,1,granite-4.1-8b-q4_k_m,vanilla,long,8900,85086,966,34,9,stop,False,8858.75,260.5514705882353,3.838013263722308,85087.304,88.08209523809523,11.353045102945087,93987,0.2,35.3,0.8,7946.8
vanilla,46,2,3,1,1,granite-4.1-8b-q4_k_m,vanilla,long,9320,71966,829,34,9,stop,False,9279.855,272.9369117647059,3.6638503511100122,71967.26,86.81213510253316,11.51912689186722,81287,0.2,45.6,0.2,7946.8
vanilla,46,3,1,1,1,granite-4.1-8b-q4_k_m,vanilla,long,13692,75298,852,160,9,stop,False,13651.514,85.3219625,11.720311754432513,75299.978,88.38025586854461,11.314744341625174,88990,0.3,39.8,0.6,7946.8
vanilla,46,3,2,1,1,granite-4.1-8b-q4_k_m,vanilla,long,9422,78996,901,34,9,stop,False,9355.568,275.16376470588233,3.634199441444924,78997.156,87.6771986681465,11.405473888199216,88419,0.3,1.9,0.8,7946.8
vanilla,46,3,3,1,1,granite-4.1-8b-q4_k_m,vanilla,long,9307,81679,932,34,9,stop,False,9268.331,272.5979705882353,3.668405886669347,81679.854,87.63932832618026,11.410402374127651,90987,0.3,19.0,0.2,7946.8
vanilla,46,1,1,1,1,granite-4.1-8b-q4_k_m,vanilla,medium,9267,59131,686,35,9,stop,False,9247.923,264.22637142857144,3.7846335874552586,59132.017,86.19827551020408,11.60116016336801,68398,0.1,72.8,0.6,7708.6
vanilla,46,1,2,1,1,granite-4.1-8b-q4_k_m,vanilla,medium,1306,67559,774,22,11,stop,False,1270.898,57.76809090909091,17.31059455597538,67560.401,87.28733979328165,11.456415126961724,68865,0.1,53.6,0.7,7708.6
vanilla,46,1,3,1,1,granite-4.1-8b-q4_k_m,vanilla,medium,1362,83252,940,23,9,stop,False,1325.979,57.65126086956522,17.34567440359161,83253.356,88.5674,11.290836131578889,84615,0.1,62.6,0.2,7708.6
vanilla,46,2,1,1,1,granite-4.1-8b-q4_k_m,vanilla,medium,9459,64288,739,35,9,stop,False,9417.745,269.0784285714286,3.7163885834666366,64288.974,86.99455209742896,11.494972683807335,73747,0.2,58.8,0.6,7708.6
vanilla,46,2,2,1,1,granite-4.1-8b-q4_k_m,vanilla,medium,1304,71537,818,22,11,stop,False,1267.995,57.63613636363636,17.350226144424862,71538.606,87.45550855745721,11.434385512068827,72842,0.2,14.2,0.0,7708.6
vanilla,46,2,3,1,1,granite-4.1-8b-q4_k_m,vanilla,medium,1361,78488,896,23,9,stop,False,1323.691,57.55178260869565,17.375656403193798,78488.963,87.5992890625,11.415617760168395,79849,0.2,14.0,0.2,7708.6
vanilla,46,3,1,1,1,granite-4.1-8b-q4_k_m,vanilla,medium,9250,60986,697,35,9,stop,False,9210.601,263.1600285714286,3.7999691876784154,60987.454,87.49993400286944,11.42858004861131,70237,0.2,28.7,0.7,7708.6
vanilla,46,3,2,1,1,granite-4.1-8b-q4_k_m,vanilla,medium,1305,80110,907,22,11,stop,False,1269.559,57.70722727272727,17.328851987186102,80111.122,88.32538257993384,11.3217737731847,81415,0.3,70.9,0.5,7708.6
vanilla,46,3,3,1,1,granite-4.1-8b-q4_k_m,vanilla,medium,1392,75897,871,23,9,stop,False,1327.558,57.71991304347826,17.325043425597975,75898.077,87.13900918484501,11.475916576911427,77290,0.3,10.1,0.2,7708.6
vanilla,46,1,1,1,1,granite-4.1-8b-q4_k_m,vanilla,short,1345,1048,14,23,9,stop,False,1327.564,57.72017391304348,17.324965124091946,1049.26,74.94714285714285,13.342736785925318,2394,5.4,2.9,0.0,6552.9
vanilla,46,1,2,1,1,granite-4.1-8b-q4_k_m,vanilla,short,1173,8228,102,20,12,stop,False,1155.266,57.7633,17.312030302977842,8229.265,80.67906862745097,12.394788598981807,9401,5.4,6.7,0.0,6552.9
vanilla,46,1,3,1,1,granite-4.1-8b-q4_k_m,vanilla,short,1177,1208,16,20,12,stop,False,1157.05,57.8525,17.285337712285553,1209.2,75.575,13.231888852133642,2385,5.4,3.2,0.0,6552.9
vanilla,46,2,1,1,1,granite-4.1-8b-q4_k_m,vanilla,short,100,1048,14,1,31,stop,False,80.749,80.749,12.384054291694016,1048.915,74.9225,13.347125362874971,1149,5.4,2.3,0.0,6552.9
vanilla,46,2,2,1,1,granite-4.1-8b-q4_k_m,vanilla,short,1181,17449,213,20,12,stop,False,1163.66,58.18300000000001,17.187150885997625,17450.699,81.92816431924882,12.205814792863025,18631,5.4,18.1,0.1,6552.9
vanilla,46,2,3,1,1,granite-4.1-8b-q4_k_m,vanilla,short,105,1860,24,1,31,stop,False,80.605,80.605,12.406178276781837,1861.185,77.549375,12.89501043689907,1966,5.4,2.6,0.0,6552.9
vanilla,46,3,1,1,1,granite-4.1-8b-q4_k_m,vanilla,short,101,567,8,1,31,stop,False,81.881,81.881,12.212845470866258,568.065,71.008125,14.082895443303142,668,5.4,0.6,0.0,6552.9
vanilla,46,3,2,1,1,granite-4.1-8b-q4_k_m,vanilla,short,1195,15144,184,20,12,stop,False,1177.066,58.853300000000004,16.991400652129958,15145.458,82.31227173913044,12.148856772769765,16339,5.4,18.1,0.0,6552.9
vanilla,46,3,3,1,1,granite-4.1-8b-q4_k_m,vanilla,short,105,1853,24,1,31,stop,False,80.823,80.823,12.37271568736622,1854.165,77.256875,12.943831859624144,1958,5.4,2.4,0.0,6552.9
turboquant,46,1,1,1,1,granite-4.1-8b-q4_k_m,turboquant,long,13519,107098,772,160,9,stop,False,13499.637,84.37273125,11.852170543548688,107098.745,138.72894430051812,7.208301087001534,120617,0.1,99.9,0.2,5955.1
turboquant,46,1,2,1,1,granite-4.1-8b-q4_k_m,turboquant,long,10405,104981,815,34,9,stop,False,10382.346,305.3631176470588,3.2747897247885978,104982.598,128.81300368098158,7.7631913814897215,115387,0.1,91.4,0.6,5955.1
turboquant,46,1,3,1,1,granite-4.1-8b-q4_k_m,turboquant,long,10219,111832,858,34,9,stop,False,10196.774,299.90511764705883,3.334387915236721,111833.097,130.3416048951049,7.672147360812158,122051,0.2,36.4,0.2,5955.1
turboquant,46,2,1,1,1,granite-4.1-8b-q4_k_m,turboquant,long,13334,100788,725,160,9,stop,False,13309.763,83.18601875,12.02125086675097,100788.938,139.01922482758619,7.193249719527752,114122,0.2,40.9,1.2,5955.1
turboquant,46,2,2,1,1,granite-4.1-8b-q4_k_m,turboquant,long,9753,141603,1024,34,9,length,True,9730.734,286.19805882352944,3.4940837967618883,141604.284,138.28543359375,7.231419636993468,151357,0.2,82.3,0.2,5955.1
turboquant,46,2,3,1,1,granite-4.1-8b-q4_k_m,turboquant,long,10570,121455,913,34,9,stop,False,10520.628,309.43023529411767,3.231746241764275,121455.848,133.02940635268345,7.517134950965884,132025,0.3,1.5,0.6,5955.1
turboquant,46,3,1,1,1,granite-4.1-8b-q4_k_m,turboquant,long,13096,102849,739,160,9,stop,False,13071.974,81.6998375,12.239926425802254,102849.788,139.17427334235452,7.185236006514666,115945,0.3,78.6,0.9,5955.1
turboquant,46,3,2,1,1,granite-4.1-8b-q4_k_m,turboquant,long,10378,114214,872,34,9,stop,False,10355.768,304.5814117647059,3.2831944477705566,114215.484,130.9810596330275,7.634691632528564,124593,0.3,14.4,0.7,5955.1
turboquant,46,3,3,1,1,granite-4.1-8b-q4_k_m,turboquant,long,10286,98354,773,34,9,stop,False,10263.422,301.86535294117647,3.3127352650996906,98355.298,127.23841914618369,7.859261429923175,108641,0.4,24.1,0.1,5955.1
turboquant,46,1,1,1,1,granite-4.1-8b-q4_k_m,turboquant,medium,10810,84507,683,35,9,stop,False,10792.401,308.3543142857143,3.2430225674527846,84508.175,123.73085651537336,8.082058333409757,95317,0.1,84.5,0.6,5894.3
turboquant,46,1,2,1,1,granite-4.1-8b-q4_k_m,turboquant,medium,1348,116954,886,22,11,stop,False,1326.794,60.30881818181819,16.58132309913973,116954.979,132.00336230248308,7.575564611062861,118302,0.1,91.7,0.7,5894.3
turboquant,46,1,3,1,1,granite-4.1-8b-q4_k_m,turboquant,medium,1388,119231,899,23,9,stop,False,1365.139,59.35386956521739,16.848101182370442,119232.111,132.62748720800892,7.539915149200034,120619,0.2,54.0,0.6,5894.3
turboquant,46,2,1,1,1,granite-4.1-8b-q4_k_m,turboquant,medium,10473,82149,668,35,9,stop,False,10450.05,298.5728571428571,3.349266271453247,82150.294,122.97948203592813,8.131437728025661,92623,0.2,19.9,0.6,5894.3
turboquant,46,2,2,1,1,granite-4.1-8b-q4_k_m,turboquant,medium,1336,100232,786,22,11,stop,False,1314.065,59.73022727272728,16.741941989171007,100233.491,127.52352544529262,7.841690358764418,101569,0.2,56.8,0.2,5894.3
turboquant,46,2,3,1,1,granite-4.1-8b-q4_k_m,turboquant,medium,1386,127477,943,23,9,stop,False,1363.93,59.30130434782609,16.863035493023837,127478.121,135.18358536585365,7.397347816257819,128863,0.3,45.0,1.1,5894.3
turboquant,46,3,1,1,1,granite-4.1-8b-q4_k_m,turboquant,medium,10331,78666,642,35,9,stop,False,10282.412,293.7832,3.403870609347301,78666.933,122.53416355140187,8.16098931936243,88997,0.3,0.4,0.2,5894.3
turboquant,46,3,2,1,1,granite-4.1-8b-q4_k_m,turboquant,medium,1332,73576,611,22,11,stop,False,1311.56,59.61636363636364,16.773918082283693,73577.484,120.4214140752864,8.304170879232567,74909,0.3,36.5,0.6,5894.3
turboquant,46,3,3,1,1,granite-4.1-8b-q4_k_m,turboquant,medium,1386,108725,838,23,9,stop,False,1364.454,59.32408695652174,16.856559473606293,108726.32,129.74501193317423,7.707425396169024,110111,0.3,52.7,0.5,5894.3
turboquant,46,1,1,1,1,granite-4.1-8b-q4_k_m,turboquant,short,1376,1140,14,23,9,stop,False,1358.804,59.0784347826087,16.926650201206353,1141.656,81.54685714285714,12.262888295598675,2517,36.7,2.1,0.0,5481.8
turboquant,46,1,2,1,1,granite-4.1-8b-q4_k_m,turboquant,short,1224,15213,159,20,12,stop,False,1206.681,60.334050000000005,16.574388757260618,15214.511,95.68874842767296,10.450549478718047,16437,36.8,18.8,0.0,5481.8
turboquant,46,1,3,1,1,granite-4.1-8b-q4_k_m,turboquant,short,1208,1317,16,20,12,stop,False,1190.292,59.514599999999994,16.80259969822531,1318.599,82.4124375,12.134090803951771,2526,36.8,1.6,0.0,5481.8
turboquant,46,2,1,1,1,granite-4.1-8b-q4_k_m,turboquant,short,105,1138,14,1,31,stop,False,87.028,87.028,11.490554763984004,1139.26,81.37571428571428,12.288678615943683,1243,36.8,1.5,0.0,5481.8
turboquant,46,2,2,1,1,granite-4.1-8b-q4_k_m,turboquant,short,1205,11522,125,20,12,stop,False,1187.87,59.393499999999996,16.836859252275083,11523.78,92.19024,10.84713522819769,12728,36.8,15.9,0.0,5481.8
turboquant,46,2,3,1,1,granite-4.1-8b-q4_k_m,turboquant,short,106,1936,23,1,31,stop,False,87.159,87.159,11.473284457141546,1937.241,84.22786956521739,11.872554834426898,2042,36.8,1.5,0.0,5481.8
